Offenlegungslauf,Datum des Exports,Datum,Akteur,Art des Akteurs,Kampagne,Kampagne für,Name,Vorname,kandidierende Gruppierung,Kanton,Parteizugehörigkeit (Mutterpartei),Offenlegungsmeldung,Gesamtbetrag der Einnahmen (in CHF),Einnahmen durch monetäre Zuwendungen (in CHF),Wert der Einnahmen durch nichtmonetäre Zuwendungen (in CHF),Einnahmen durch Veranstaltungen (in CHF),Einnahmen durch den Verkauf von Gütern und Dienstleistungen (in CHF),Monetäre Eigenmittel (in CHF)
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Bircher,Laura,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Deckert,Madeleine,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Dürr,Oliver,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Fehrensen,Jana,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Haudenschild,Peter,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Hess,Sandra,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Heyer,Virginie,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Hügli Kästli,Franziska,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Karlen,Raphaël,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Richner,Simone,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Riesen,Yannik,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Schär,Andreas,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Schär,Hans,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Sejk,Nicole,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Siegenthaler,Mathias,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Steidle,Silvia,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Trachsel,Virginie,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
