Offenlegungslauf,Datum des Exports,Datum,Akteur,Art des Akteurs,Kampagne,Kampagne für,Name,Vorname,kandidierende Gruppierung,Kanton,Parteizugehörigkeit (Mutterpartei),Offenlegungsmeldung,Gesamtbetrag der Einnahmen (in CHF),Einnahmen durch monetäre Zuwendungen (in CHF),Wert der Einnahmen durch nichtmonetäre Zuwendungen (in CHF),Einnahmen durch Veranstaltungen (in CHF),Einnahmen durch den Verkauf von Gütern und Dienstleistungen (in CHF),Monetäre Eigenmittel (in CHF)
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Weber,Markus,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Wyss,Andreas,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,FDP.Die Liberalen Kanton Bern,Juristische Person oder Personengesellschaft,"Wasserfallen Christian (Bern, FDP.Die Liberalen), Aeschlimann Heidi (Bern, FDP.Die Liberalen), Arn Daniel (Bern, FDP.Die Liberalen), Béguin-Jünge Barbara (Bern, FDP.Die Liberalen), Bircher Laura (Bern, FDP.Die Liberalen), Deckert Madeleine (Bern, FDP.Die Liberalen), Dürr Oliver (Bern, FDP.Die Liberalen), Fehrensen Jana (Bern, FDP.Die Liberalen), Haudenschild Peter (Bern, FDP.Die Liberalen), Hess Sandra (Bern, FDP.Die Liberalen), Heyer Virginie (Bern, FDP.Die Liberalen), Hügli Kästli Franziska (Bern, FDP.Die Liberalen), Karlen Raphaël (Bern, FDP.Die Liberalen), Richner Simone (Bern, FDP.Die Liberalen), Riesen Yannik (Bern, FDP.Die Liberalen), Schär Andreas (Bern, FDP.Die Liberalen), Schär Hans (Bern, FDP.Die Liberalen), Sejk Nicole (Bern, FDP.Die Liberalen), Siegenthaler Mathias (Bern, FDP.Die Liberalen), Steidle Silvia (Bern, FDP.Die Liberalen), Trachsel Virginie (Bern, FDP.Die Liberalen), Weber Markus (Bern, FDP.Die Liberalen), Wyss Andreas (Bern, FDP.Die Liberalen), Zimmerli Christoph (Bern, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Zimmerli,Christoph,,Bern,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,213070.00,129070.00,0.00,0.00,0.00,84000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Muffler,Carmen,,Schwyz,Sozialdemokratische Partei der Schweiz,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Prelicz,Jonathan,,Schwyz,Sozialdemokratische Partei der Schweiz,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Chaix,Antoine,,Schwyz,Sozialdemokratische Partei der Schweiz,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Anderegg Marty,Elsbeth,,Schwyz,Sozialdemokratische Partei der Schweiz,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Ruoss,Nathalie,,Schwyz,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Achermann,Lukas,,Schwyz,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Kingsman,Lucy,,Schwyz,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Picozzi,Bran,,Schwyz,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Berisha,Kushtrim,,Schwyz,Sozialdemokratische Partei der Schweiz,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Sozialdemokratische Partei des Kantons Schwyz,Juristische Person oder Personengesellschaft,"Muffler Carmen (Schwyz, Sozialdemokratische Partei der Schweiz), Prelicz Jonathan (Schwyz, Sozialdemokratische Partei der Schweiz), Chaix Antoine (Schwyz, Sozialdemokratische Partei der Schweiz), Anderegg Marty Elsbeth (Schwyz, Sozialdemokratische Partei der Schweiz), Ruoss Nathalie (Schwyz, Übrige politische Parteien), Achermann Lukas (Schwyz, Übrige politische Parteien), Kingsman Lucy (Schwyz, Übrige politische Parteien), Picozzi Bran (Schwyz, Übrige politische Parteien), Berisha Kushtrim (Schwyz, Sozialdemokratische Partei der Schweiz), Bilyavska Camenzind Iryna  (Schwyz, Sozialdemokratische Partei der Schweiz), Raña Martin (Schwyz, Sozialdemokratische Partei der Schweiz), Baumgartl Ulrike (Schwyz, Sozialdemokratische Partei der Schweiz), Schelbert Petra (Schwyz, Übrige politische Parteien), Poschung Rahel (Schwyz, Übrige politische Parteien), Müller Flavia (Schwyz, Übrige politische Parteien), Schneller Amanda (Schwyz, Übrige politische Parteien), Dockx Els (Schwyz, Sozialdemokratische Partei der Schweiz), Dzemailji Leon (Schwyz, Sozialdemokratische Partei der Schweiz), Scheidegger Linda (Schwyz, Übrige politische Parteien), Studer-Seeholzer Ursula (Schwyz, Übrige politische Parteien), Betschart Marion (Schwyz, GRÜNE Schweiz), Imbaumgarten Andreas (Schwyz, GRÜNE Schweiz), Heinzer Dave (Schwyz, GRÜNE Schweiz), Hecke Judit (Schwyz, GRÜNE Schweiz), Imlig Nerea (Schwyz, Übrige politische Parteien), Studer Philipp (Schwyz, Übrige politische Parteien), Hediger Sina (Schwyz, Übrige politische Parteien), Schnellmann Luca (Schwyz, Übrige politische Parteien)",Gruppe von Kandidierenden (namentliche Auflistung),Bilyavska Camenzind,Iryna ,,Schwyz,Sozialdemokratische Partei der Schweiz,Offenlegung der budgetierten Einnahmen,167000.00,112000.00,679.00,0.00,0.00,54321.00
